reference_site	intended_declaration_identity	actually_selected_declaration_identity	visible_candidate_set	failure_class	reach_vs_binding	witness_qualified	error_message
v2.test.fixture.walk_plan_stage.recursion_refusal_member.walk_plan_stage_recursion_refusal_member_holds				other	other	v2.test.fixture.walk_plan_stage.recursion_refusal_member.walk_plan_stage_recursion_refusal_member_holds	type error: call depth exceeded 100000 at fn 'walk_plan_stage_recursion_refusal_member_holds' — unbounded recursion (a bare-name resolution cycle, or a genuinely divergent chain); refused, never a host stack overflow
v2.test.fixture.walk_plan_stage.stage2_marker.walk_plan_stage_stage2_marker_holds				other	other	v2.test.fixture.walk_plan_stage.stage2_marker.walk_plan_stage_stage2_marker_holds	type error: hermetic mode: no mock_response for operation Write — refusing to fabricate Unit
v2.test.lens_mock_totality.cron_mock_totality (witness); bare=cron_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.cron_mock_totality.cron_mock_consumer_is_total_holds	no such function: cron_published_mock_corpus
v2.test.lens_mock_totality.cron_mock_totality (witness); bare=cron_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.cron_mock_totality.cron_mock_omitted_member_is_red_holds	no such function: cron_published_mock_corpus
v2.test.lens_mock_totality.diagnostic_mock_totality (witness); bare=diagnostic_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.diagnostic_mock_totality.diagnostic_mock_consumer_is_total_holds	no such function: diagnostic_published_mock_corpus
v2.test.lens_mock_totality.diagnostic_mock_totality (witness); bare=diagnostic_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.diagnostic_mock_totality.diagnostic_mock_omitted_member_is_red_holds	no such function: diagnostic_published_mock_corpus
v2.test.lens_mock_totality.filesystem_mock_totality (witness); bare=filesystem_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.filesystem_mock_totality.filesystem_mock_consumer_is_total_holds	no such function: filesystem_published_mock_corpus
v2.test.lens_mock_totality.filesystem_mock_totality (witness); bare=filesystem_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.filesystem_mock_totality.filesystem_mock_omitted_member_is_red_holds	no such function: filesystem_published_mock_corpus
v2.test.lens_mock_totality.gcp_mock_totality (witness); bare=gcp_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.gcp_mock_totality.gcp_mock_consumer_is_total_holds	no such function: gcp_published_mock_corpus
v2.test.lens_mock_totality.gcp_mock_totality (witness); bare=gcp_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.gcp_mock_totality.gcp_mock_omitted_member_is_red_holds	no such function: gcp_published_mock_corpus
v2.test.lens_mock_totality.git_mock_totality (witness); bare=git_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.git_mock_totality.git_mock_consumer_is_total_holds	no such function: git_published_mock_corpus
v2.test.lens_mock_totality.git_mock_totality (witness); bare=git_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.git_mock_totality.git_mock_omitted_member_is_red_holds	no such function: git_published_mock_corpus
v2.test.lens_mock_totality.git_mock_totality (witness); bare=git_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.git_mock_totality.git_mock_omitted_show_tree_is_red_holds	no such function: git_published_mock_corpus
v2.test.lens_mock_totality.github_mock_totality (witness); bare=github_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.github_mock_totality.github_mock_consumer_is_total_holds	no such function: github_published_mock_corpus
v2.test.lens_mock_totality.github_mock_totality (witness); bare=github_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.github_mock_totality.github_mock_omitted_member_is_red_holds	no such function: github_published_mock_corpus
v2.test.lens_mock_totality.http_pilot_mock_totality (witness); bare=http_pilot_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.http_pilot_mock_totality.http_pilot_mock_consumer_is_total_holds	no such function: http_pilot_published_mock_corpus
v2.test.lens_mock_totality.http_pilot_mock_totality (witness); bare=http_pilot_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.http_pilot_mock_totality.http_pilot_mock_omitted_member_is_red_holds	no such function: http_pilot_published_mock_corpus
v2.test.lens_mock_totality.llm_mock_totality (witness); bare=llm_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.llm_mock_totality.llm_mock_consumer_is_total_holds	no such function: llm_published_mock_corpus
v2.test.lens_mock_totality.llm_mock_totality (witness); bare=llm_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.llm_mock_totality.llm_mock_omitted_member_is_red_holds	no such function: llm_published_mock_corpus
v2.test.lens_mock_totality.sec_edgar_mock_totality (witness); bare=sec_edgar_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.sec_edgar_mock_totality.sec_edgar_mock_consumer_is_total_holds	no such function: sec_edgar_published_mock_corpus
v2.test.lens_mock_totality.sec_edgar_mock_totality (witness); bare=sec_edgar_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.sec_edgar_mock_totality.sec_edgar_mock_omitted_member_is_red_holds	no such function: sec_edgar_published_mock_corpus
v2.test.lens_mock_totality.shell_mock_totality (witness); bare=shell_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.shell_mock_totality.shell_mock_consumer_is_total_holds	no such function: shell_published_mock_corpus
v2.test.lens_mock_totality.shell_mock_totality (witness); bare=shell_published_mock_corpus				no_such_function	reach_gap	v2.test.lens_mock_totality.shell_mock_totality.shell_mock_omitted_member_is_red_holds	no such function: shell_published_mock_corpus
v2.test.manual.grounding_lens_whole_tree.grounding_lens_whole_tree_witnesses				other	other	v2.test.manual.grounding_lens_whole_tree.grounding_lens_whole_tree_witnesses	eval budget exceeded: 25301ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_emit_did_not_refuse_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_emit_did_not_refuse_holds	witness receipt wall budget exceeded: 504ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_uses_structural_control_flow_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_uses_structural_control_flow_holds	eval budget exceeded: 508ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_has_no_shell_loop_or_case_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_has_no_shell_loop_or_case_holds	eval budget exceeded: 505ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_excludes_every_registered_artifact_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_excludes_every_registered_artifact_holds	eval budget exceeded: 503ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_excludes_stage0_emitted_rust_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_excludes_stage0_emitted_rust_holds	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_red_when_an_artifact_is_unexcluded_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_red_when_an_artifact_is_unexcluded_holds	eval budget exceeded: 505ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_remedy_rechecks_before_proceeding_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_remedy_rechecks_before_proceeding_holds	eval budget exceeded: 504ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_remedy_merges_the_built_from_revision_holds				other	other	v2.workflow.ci_heal_skew_guard_emit_test.ci_heal_skew_guard_remedy_merges_the_built_from_revision_holds	eval budget exceeded: 506ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.
